date,pm25,pm10,o3,no2,so2,co
3/1/2022,39,23,6,9,1,4
2/28/2022,33,19,41,7,13,8
2/27/2022,25,17,1,8,1,9
2/26/2022,24,12,1,9,15,2
2/25/2022,35,12,3,11,14,6
2/24/2022,39,18,8,12,3,2
2/23/2022,25,21,27,9,1,4
2/22/2022,18,13,13,6,9,1
2/21/2022,18,9,6,5,15,3
2/20/2022,11,9,40,6,3,3
2/19/2022,7,6,21,3,1,1
2/18/2022,32,3,16,3,12,1
2/17/2022,26,16,10,6,9,2
2/16/2022,29,13,16,9,1,5
2/15/2022,35,15,32,4,11,6
2/14/2022,17,17,47,9,17,1
2/13/2022,6,8,11,6,12,1
2/12/2022,15,3,9,3,1,4
2/11/2022,21,7,23,4,1,1
2/10/2022,25,10,28,6,11,10
2/9/2022,13,12,1,3,21,3
2/8/2022,27,7,26,3,12,4
2/7/2022,33,13,46,4,12,6
2/6/2022,59,16,1,6,10,5
2/5/2022,53,29,11,4,19,7
2/4/2022,34,26,36,6,2,4
2/3/2022,19,17,29,4,5,9
2/2/2022,23,9,2,2,10,1
2/1/2022,31,12,33,2,3,1
1/31/2022,27,15,14,2,2,6
1/30/2022,27,13,1,2,4,2
1/29/2022,27,14,23,3,16,6
1/28/2022,25,14,9,4,23,1
1/27/2022,28,13,1,4,1,4
1/26/2022,35,14,29,5,17,1
1/25/2022,33,18,8,5,7,6
1/24/2022,49,17,4,6,1,3
1/23/2022,43,25,1,7,14,5
1/22/2022,43,22,5,7,12,4
1/21/2022,67,21,25,8,16,1
1/20/2022,63,33,30,9,1,1
1/19/2022,64,31,33,11,11,2
1/18/2022,43,34,9,9,10,3
1/17/2022,18,23,2,7,9,7
1/16/2022,53,9,1,3,24,5
1/15/2022,50,27,33,7,24,1
1/14/2022,63,25,8,7,4,6
1/13/2022,57,32,21,9,7,11
1/12/2022,62,28,4,6,15,6
1/11/2022,33,31,31,14,7,4
1/10/2022,34,17,14,9,11,5
1/9/2022,41,17,24,4,1,4
1/8/2022,52,20,23,6,1,8
1/7/2022,42,26,20,8,14,7
1/6/2022,47,22,23,9,13,5
1/5/2022,58,23,11,8,14,7
1/4/2022,103,29,12,9,18,7
1/3/2022,69,50,18,13,4,3
1/2/2022,59,35,9,7,1,1
1/1/2022,68,30,4,6,11,1
12/31/2021,45,34,2,8,12,6
12/30/2021,42,23,2,7,10,1
12/29/2021,53,21,3,8,20,2
12/28/2021,41,27,2,7,3,11
12/27/2021,25,21,7,7,1,1
12/26/2021,77,13,2,5,12,5
12/25/2021,99,39,4,9,5,1
12/24/2021,102,49,8,11,6,7
12/23/2021,97,50,3,11,13,2
12/22/2021,103,48,14,13,12,2
12/21/2021,67,50,12,12,12,3
12/20/2021,66,36,13,11,8,5
12/19/2021,68,35,15,9,8,4
12/18/2021,48,36,12,10,10,2
12/17/2021,70,27,12,10,3,5
12/16/2021,96,37,9,11,5,3
12/15/2021,103,47,11,11,1,6
12/14/2021,79,52,12,14,10,3
12/13/2021,39,41,12,9,12,3
12/12/2021,88,21,8,9,8,4
12/11/2021,82,44,12,9,1,2
12/10/2021,108,42,22,10,7,5
12/9/2021,112,52,20,10,3,2
12/8/2021,106,54,9,12,21,1
12/7/2021,101,52,16,15,14,4
12/6/2021,91,51,13,14,14,3
12/5/2021,93,47,10,13,8,5
12/4/2021,79,47,12,10,3,5
12/3/2021,76,42,9,14,17,5
12/2/2021,78,41,10,11,9,6
12/1/2021,66,42,10,11,3,5
11/30/2021,75,37,10,10,13,4
11/29/2021,74,40,8,10,1,3
11/28/2021,70,40,9,13,14,2
11/27/2021,64,39,8,13,16,1
11/26/2021,57,36,16,6,19,7
11/25/2021,37,30,9,6,11,2
11/24/2021,35,20,7,6,13,6
11/23/2021,25,20,7,6,11,3
11/22/2021,18,14,6,7,13,5
11/21/2021,54,10,4,5,5,7
11/20/2021,55,29,8,7,3,5
11/19/2021,72,28,5,7,1,11
11/18/2021,2,37,8,8,6,1
11/17/2021,30,1,4,1,23,4
11/16/2021,80,17,4,6,15,6
11/15/2021,130,38,4,1,12,3
11/14/2021,110,46,17,6,1,5
11/13/2021,98,53,13,10,7,5
11/12/2021,111,39,9,16,1,7
11/11/2021,77,56,12,1,13,3
11/10/2021,33,40,12,1,11,1
11/9/2021,19,13,9,1,11,4
11/8/2021,10,14,12,13,22,6
11/7/2021,25,5,7,16,10,4
11/6/2021,27,13,10,1,27,5
11/5/2021,71,14,10,1,9,3
11/4/2021,31,24,10,13,1,4
11/3/2021,47,40,9,18,11,1
11/2/2021,44,23,7,9,13,8
11/1/2021,62,22,7,3,1,5
10/31/2021,62,30,7,1,5,3
10/30/2021,76,31,7,9,24,7
10/29/2021,67,38,7,1,13,6
10/28/2021,98,33,7,1,5,2
10/27/2021,64,48,7,1,5,7
10/26/2021,9,33,16,4,6,4
10/25/2021,1,5,22,11,13,3
10/24/2021,1,46,14,1,17,2
10/23/2021,27,39,10,5,9,5
10/22/2021,35,20,11,10,23,2
10/21/2021,28,1,6,1,1,8
10/20/2021,39,14,7,1,1,5
10/19/2021,33,20,13,5,13,6
10/18/2021,37,17,8,3,1,4
10/17/2021,68,35,6,1,9,7
10/16/2021,17,5,6,1,13,5
10/15/2021,23,8,7,5,7,1
10/14/2021,28,11,7,4,1,4
10/13/2021,11,15,7,11,4,2
10/12/2021,8,6,7,1,1,5
10/11/2021,5,4,7,7,5,8
10/10/2021,13,2,7,1,12,8
10/9/2021,32,6,8,1,1,4
10/8/2021,38,17,9,6,1,7
10/7/2021,33,20,10,1,1,8
10/6/2021,35,17,11,1,15,3
10/5/2021,29,18,12,1,3,3
10/4/2021,29,16,10,11,1,8
10/3/2021,27,16,10,1,8,4
10/2/2021,26,14,13,3,8,2
10/1/2021,33,13,7,1,4,6
9/30/2021,41,17,17,10,1,4
9/29/2021,41,22,18,8,8,4
9/28/2021,24,22,16,6,2,1
9/27/2021,16,13,10,12,19,3
9/26/2021,15,9,12,4,1,6
9/25/2021,11,8,11,9,1,6
9/24/2021,20,6,10,1,23,3
9/23/2021,22,10,11,5,7,1
9/22/2021,31,11,11,4,5,3
9/21/2021,27,16,13,5,11,3
9/20/2021,17,14,13,2,1,8
9/19/2021,22,9,11,8,4,2
9/18/2021,18,12,15,10,24,4
9/17/2021,17,10,12,5,6,2
9/16/2021,21,9,14,3,1,4
9/15/2021,15,11,13,1,11,1
9/14/2021,23,8,11,1,13,6
9/13/2021,48,12,12,22,20,1
9/12/2021,36,25,13,6,1,4
9/11/2021,25,20,15,1,14,3
9/10/2021,27,14,13,1,11,6
9/9/2021,38,16,10,5,10,3
9/8/2021,35,19,32,5,13,4
9/7/2021,40,55,20,14,5,2
9/6/2021,35,34,23,1,12,6
9/5/2021,12,3,30,4,2,3
9/4/2021,26,6,10,10,11,4
9/3/2021,30,13,16,1,1,1
9/2/2021,15,15,15,5,19,4
9/1/2021,22,7,20,1,2,5
8/31/2021,17,11,20,3,13,4
8/30/2021,26,8,23,4,21,7
8/29/2021,13,13,26,6,1,1
8/28/2021,12,7,29,3,15,1
8/27/2021,10,6,29,2,10,5
8/26/2021,13,5,25,2,6,5
8/25/2021,18,6,32,2,9,1
8/24/2021,26,9,31,3,8,7
8/23/2021,22,13,31,3,1,6
8/22/2021,16,11,27,3,14,2
8/21/2021,14,8,28,3,9,1
8/20/2021,11,7,25,5,2,4
8/19/2021,15,6,25,4,7,3
8/18/2021,10,7,31,3,1,8
8/17/2021,11,5,30,3,1,4
8/16/2021,18,5,27,2,11,4
8/15/2021,18,9,28,3,9,5
8/14/2021,18,9,24,2,7,6
8/13/2021,11,9,29,3,2,1
8/12/2021,17,6,26,3,8,2
8/11/2021,15,8,26,2,5,1
8/10/2021,13,7,25,2,7,2
8/9/2021,35,6,27,3,1,1
8/8/2021,29,18,32,4,7,7
8/7/2021,18,15,28,5,5,3
8/6/2021,25,10,22,4,10,1
8/5/2021,35,13,27,4,1,1
8/4/2021,32,18,28,4,7,7
8/3/2021,18,16,30,5,10,3
8/2/2021,14,10,32,4,27,1
8/1/2021,8,7,39,3,14,1
7/31/2021,20,4,30,2,6,4
7/30/2021,21,11,37,4,17,9
7/29/2021,15,11,35,4,17,1
7/28/2021,10,8,32,5,10,7
7/27/2021,10,5,27,4,2,5
7/26/2021,16,5,32,4,10,6
7/25/2021,20,8,33,4,16,4
7/24/2021,15,10,33,3,4,3
7/23/2021,15,8,28,5,4,3
7/22/2021,19,7,14,2,2,9
7/21/2021,12,9,33,6,17,3
7/20/2021,17,6,30,4,8,6
7/19/2021,23,9,35,5,8,5
7/18/2021,18,12,37,5,11,1
7/17/2021,21,9,29,4,17,5
7/16/2021,16,11,43,6,20,1
7/15/2021,11,8,37,4,12,5
7/14/2021,14,6,32,4,14,3
7/13/2021,15,7,31,4,2,6
7/12/2021,13,8,24,5,1,7
7/11/2021,15,7,26,3,9,1
7/10/2021,15,8,25,4,1,5
7/9/2021,10,8,26,4,13,2
7/8/2021,15,5,23,5,22,5
7/7/2021,17,7,18,4,1,6
7/6/2021,16,9,25,5,24,5
7/5/2021,15,9,32,6,15,1
7/4/2021,27,8,27,4,6,3
7/3/2021,23,15,28,4,16,8
7/2/2021,10,12,25,8,1,5
7/1/2021,9,6,23,5,15,8
6/30/2021,16,7,24,6,10,4
6/29/2021,22,9,27,8,7,5
6/28/2021,14,12,26,7,1,5
6/27/2021,11,8,25,7,14,2
6/26/2021,16,6,24,5,4,2
6/25/2021,23,8,29,5,5,2
6/24/2021,23,12,29,6,6,5
6/23/2021,11,12,18,4,14,8
6/22/2021,25,7,24,6,18,6
6/21/2021,23,13,21,4,27,4
6/20/2021,11,12,11,5,12,7
6/19/2021,15,7,11,4,5,2
6/18/2021,12,8,9,4,10,1
6/17/2021,12,7,13,4,1,10
6/16/2021,21,7,12,3,5,3
6/15/2021,12,11,10,4,1,3
6/14/2021,7,6,11,3,8,1
6/13/2021,6,4,12,2,9,3
6/12/2021,14,3,13,1,1,1
6/11/2021,16,7,12,1,20,7
6/10/2021,23,8,10,2,6,8
6/9/2021,21,11,12,2,1,4
6/8/2021,32,11,11,2,1,1
6/7/2021,36,16,13,2,3,4
6/6/2021,65,18,15,3,4,3
6/5/2021,32,34,22,4,1,2
6/4/2021,23,17,14,5,16,1
6/3/2021,45,12,14,4,17,3
6/2/2021,34,23,16,2,16,7
6/1/2021,29,18,13,5,24,5
5/31/2021,26,16,18,5,6,8
5/30/2021,28,14,14,5,4,5
5/29/2021,29,14,18,3,19,7
5/28/2021,23,15,18,4,1,2
5/27/2021,17,12,13,3,11,6
5/26/2021,24,9,15,3,7,6
5/25/2021,21,12,13,2,16,4
5/24/2021,14,11,13,4,1,3
5/23/2021,25,8,14,3,2,5
5/22/2021,24,13,16,2,24,4
5/21/2021,27,13,18,2,1,1
5/20/2021,24,14,17,2,1,1
5/19/2021,25,13,18,3,8,6
5/18/2021,20,13,18,3,17,3
5/17/2021,24,11,15,2,13,3
5/16/2021,29,13,16,3,11,4
5/15/2021,24,15,16,2,18,2
5/14/2021,24,12,16,2,12,5
5/13/2021,19,13,16,4,1,5
5/12/2021,29,10,16,3,27,7
5/11/2021,27,15,20,5,7,4
5/10/2021,29,15,16,3,8,3
5/9/2021,29,16,17,4,12,1
5/8/2021,34,15,16,3,16,1
5/7/2021,37,18,16,3,18,1
5/6/2021,27,19,15,4,5,8
5/5/2021,21,14,15,4,12,1
5/4/2021,24,11,14,4,14,10
5/3/2021,55,13,14,4,14,1
5/2/2021,51,43,24,9,1,3
5/1/2021,1,39,18,17,1,1
4/30/2021,86,24,5,13,9,6
4/29/2021,14,31,22,12,1,5
4/28/2021,31,8,14,3,5,5
4/27/2021,28,17,7,4,7,8
4/26/2021,23,15,10,4,16,6
4/25/2021,31,12,14,4,1,7
4/24/2021,34,15,15,2,26,4
4/23/2021,29,18,18,3,11,3
4/22/2021,25,15,17,3,4,5
4/21/2021,28,13,18,3,12,5
4/20/2021,29,15,17,4,13,2
4/19/2021,27,16,17,4,1,1
4/18/2021,28,14,15,4,3,9
4/17/2021,23,14,8,4,12,1
4/16/2021,30,11,9,3,1,3
4/15/2021,28,16,15,4,10,9
4/14/2021,31,15,14,4,13,7
4/13/2021,28,17,16,5,5,4
4/12/2021,33,15,12,5,14,4
4/11/2021,49,17,15,5,2,6
4/10/2021,42,26,13,6,4,7
4/9/2021,32,21,7,6,20,3
4/8/2021,37,17,7,4,11,4
4/7/2021,40,20,15,5,7,9
4/6/2021,49,21,14,5,19,5
4/5/2021,43,26,13,5,12,1
4/4/2021,41,23,15,5,1,2
4/3/2021,47,21,14,5,5,9
4/2/2021,42,24,15,4,8,6
4/1/2021,53,22,14,4,1,3
3/31/2021,86,28,15,4,3,1
3/30/2021,63,15,6,1,1,4
3/29/2021,4,1,6,5,11,7
3/28/2021,74,21,27,7,8,3
3/27/2021,28,20,1,8,1,2
3/26/2021,21,46,8,9,10,7
3/25/2021,8,10,15,14,14,6
3/24/2021,1,10,3,9,23,1
3/23/2021,59,49,36,12,4,2
3/22/2021,42,37,4,5,2,2
3/21/2021,27,25,9,6,10,4
3/20/2021,35,15,9,3,3,5
3/19/2021,40,18,13,4,1,9
3/18/2021,44,21,7,4,1,3
3/17/2021,45,23,6,6,1,5
3/16/2021,40,23,6,5,3,10
3/15/2021,50,20,6,4,15,1
3/14/2021,58,27,5,6,19,5
3/13/2021,54,31,10,7,4,1
3/12/2021,38,28,7,5,3,6
3/11/2021,38,21,9,5,1,4
3/10/2021,35,20,5,5,1,1
3/9/2021,39,19,6,4,12,1
3/8/2021,54,21,6,4,15,5
3/7/2021,49,28,4,5,9,8
3/6/2021,49,28,8,5,5,2
3/5/2021,57,27,7,5,3,4
3/4/2021,34,30,6,6,22,1
3/3/2021,35,10,13,1,11,1
3/2/2021,31,20,2,6,17,3
3/1/2021,17,44,37,5,1,6
2/28/2021,53,16,2,7,14,4
2/27/2021,44,26,1,7,1,7
2/26/2021,44,22,1,5,8,5
2/25/2021,42,22,2,4,7,1
2/24/2021,53,22,1,5,13,8
2/23/2021,61,27,1,9,17,1
2/22/2021,56,31,1,7,6,12
2/21/2021,75,28,1,7,8,3
2/20/2021,112,39,3,9,14,3
2/19/2021,97,53,2,9,9,1
2/18/2021,55,48,2,10,3,2
2/17/2021,47,28,1,5,1,5
2/16/2021,55,25,1,6,11,3
2/15/2021,71,28,1,4,10,6
2/14/2021,50,36,3,5,9,4
2/13/2021,53,26,3,4,8,4
2/12/2021,60,27,7,4,13,6
2/11/2021,88,30,4,3,4,2
2/10/2021,72,44,9,5,4,6
2/9/2021,33,37,8,6,1,6
2/8/2021,40,16,9,3,5,1
2/7/2021,97,20,6,3,1,1
2/6/2021,78,48,1,11,11,4
2/5/2021,85,40,2,10,1,1
2/4/2021,68,43,1,9,13,6
2/3/2021,74,35,2,7,12,4
2/2/2021,57,39,1,10,15,6
2/1/2021,58,30,1,7,13,4
1/31/2021,57,35,1,10,19,4
1/30/2021,1,79,2,12,14,7
1/29/2021,7,27,2,14,15,8
1/28/2021,7,4,2,9,8,7
1/27/2021,10,3,1,10,13,3
1/26/2021,6,5,1,7,1,3
1/25/2021,6,3,2,7,19,7
1/24/2021,13,3,1,7,11,4
1/23/2021,14,7,1,11,12,1
1/22/2021,11,7,3,10,10,3
1/21/2021,13,5,2,13,11,2
1/20/2021,14,6,2,9,3,3
1/19/2021,20,7,8,12,20,4
1/18/2021,12,10,8,13,14,3
1/17/2021,10,6,7,11,20,4
1/16/2021,18,5,9,8,1,5
1/15/2021,32,9,1,12,13,1
1/14/2021,30,17,2,15,3,5
1/13/2021,26,17,7,17,17,4
1/12/2021,11,15,12,12,2,4
1/11/2021,11,6,6,10,16,4
1/10/2021,12,6,8,7,11,7
1/9/2021,10,6,8,8,8,2
1/8/2021,8,5,8,10,17,3
1/7/2021,33,4,8,8,9,4
1/6/2021,52,17,7,10,8,1
1/5/2021,71,26,2,10,1,5
1/4/2021,70,36,6,16,9,5
1/3/2021,50,34,21,15,1,2
1/2/2021,44,25,23,12,19,1
1/1/2021,37,23,23,12,4,4
12/31/2020,23,19,21,15,20,1
12/30/2020,11,12,16,20,12,3
12/29/2020,8,48,15,7,1,5
12/28/2020,15,4,1,5,4,3
12/27/2020,40,7,4,9,18,2
12/26/2020,43,20,2,11,10,8
12/25/2020,68,22,13,13,4,1
12/24/2020,42,35,19,16,10,5
12/23/2020,56,21,14,13,20,1
12/22/2020,45,29,21,13,19,3
12/21/2020,34,23,18,10,1,9
12/20/2020,29,17,14,10,7,5
12/19/2020,25,14,16,7,15,2
12/18/2020,15,13,10,7,12,1
12/17/2020,17,8,8,7,10,5
12/16/2020,13,8,5,8,27,2
12/15/2020,10,6,9,6,2,2
12/14/2020,29,5,4,6,7,3
12/13/2020,40,15,8,8,4,5
12/12/2020,45,20,19,9,7,3
12/11/2020,79,23,23,9,1,3
12/10/2020,58,40,30,12,10,3
12/9/2020,64,29,22,14,19,4
12/8/2020,60,33,25,14,22,6
12/7/2020,70,30,18,12,5,9
12/6/2020,67,36,18,12,20,7
12/5/2020,42,34,31,10,14,4
12/4/2020,33,22,21,10,8,3
12/3/2020,61,17,12,9,18,6
12/2/2020,65,31,17,12,9,4
12/1/2020,48,33,17,15,12,5
11/30/2020,41,25,22,14,1,1
11/29/2020,26,22,30,11,7,1
11/28/2020,29,13,19,7,5,7
11/27/2020,31,15,11,9,8,1
11/26/2020,35,16,30,8,4,4
11/25/2020,38,18,26,9,19,1
11/24/2020,32,19,22,11,2,1
11/23/2020,27,16,14,14,6,5
11/22/2020,30,14,8,15,12,7
11/21/2020,27,15,12,11,1,2
11/20/2020,32,14,10,13,3,1
11/19/2020,33,17,8,16,6,4
11/18/2020,36,17,8,14,13,6
11/17/2020,40,18,9,14,15,7
11/16/2020,33,20,5,12,3,3
11/15/2020,43,16,3,8,1,3
11/14/2020,51,22,10,9,11,3
11/13/2020,54,27,15,17,11,4
11/12/2020,58,29,15,17,4,4
11/11/2020,48,31,17,18,1,2
11/10/2020,62,26,14,18,16,9
11/9/2020,65,34,13,16,9,3
11/8/2020,49,34,15,17,1,7
11/7/2020,51,25,12,13,1,1
11/6/2020,60,26,10,13,5,6
11/5/2020,62,30,12,13,1,6
11/4/2020,40,32,21,12,11,3
11/3/2020,21,21,11,16,3,1
11/2/2020,47,11,10,11,1,1
11/1/2020,47,24,12,12,7,4
10/31/2020,26,24,15,11,15,5
10/30/2020,13,14,5,12,7,5
10/29/2020,26,6,7,8,8,5
10/28/2020,30,13,5,10,2,1
10/27/2020,32,15,9,8,4,6
10/26/2020,48,16,13,11,1,3
10/25/2020,45,25,9,13,4,1
10/24/2020,45,23,19,12,11,2
10/23/2020,47,24,19,18,26,5
10/22/2020,38,27,16,15,1,1
10/21/2020,17,24,8,18,18,1
10/20/2020,19,10,16,8,5,5
10/19/2020,95,12,12,9,2,5
10/18/2020,16,23,8,7,15,6
10/17/2020,10,8,8,7,18,3
10/16/2020,6,6,8,7,4,8
10/15/2020,5,3,9,4,10,4
10/14/2020,20,2,5,6,1,10
10/13/2020,35,10,8,4,20,2
10/12/2020,35,20,13,9,7,6
10/11/2020,22,18,13,10,6,4
10/10/2020,24,12,12,10,1,2
10/9/2020,19,14,12,10,11,3
10/8/2020,20,11,10,8,1,2
10/7/2020,24,12,12,12,13,5
10/6/2020,23,13,12,14,5,3
10/5/2020,22,12,16,12,7,1
10/4/2020,24,12,18,9,4,1
10/3/2020,27,12,19,9,19,1
10/2/2020,27,14,20,9,18,5
10/1/2020,19,14,19,8,9,5
9/30/2020,28,10,21,13,15,1
9/29/2020,32,16,20,12,4,4
9/28/2020,24,18,17,10,20,1
9/27/2020,16,13,14,5,16,6
9/26/2020,18,8,22,5,4,4
9/25/2020,23,10,21,9,9,5
9/24/2020,9,13,13,7,12,5
9/23/2020,31,5,18,9,11,5
9/22/2020,26,16,18,8,9,4
9/21/2020,31,14,17,12,14,3
9/20/2020,21,16,13,9,1,4
9/19/2020,12,12,10,8,5,1
9/18/2020,11,6,15,7,7,2
9/17/2020,31,6,22,9,1,5
9/16/2020,24,17,21,7,1,5
9/15/2020,26,13,17,8,14,1
9/14/2020,18,15,16,9,15,2
9/13/2020,12,10,20,4,8,4
9/12/2020,19,6,18,9,18,4
9/11/2020,21,9,23,9,1,7
9/10/2020,16,10,21,8,22,4
9/9/2020,21,8,23,10,5,5
9/8/2020,58,10,21,8,10,3
9/7/2020,9,9,18,7,10,1
9/6/2020,15,4,26,6,16,7
9/5/2020,18,7,24,9,12,2
9/4/2020,24,9,26,10,8,4
9/3/2020,32,12,29,8,1,4
9/2/2020,25,16,26,8,7,4
9/1/2020,13,12,20,9,14,3
8/31/2020,15,6,22,8,13,2
8/30/2020,20,7,30,11,8,3
8/29/2020,17,10,31,8,11,2
8/28/2020,20,8,32,8,16,2
8/27/2020,21,10,27,9,11,3
8/26/2020,11,10,20,11,7,3
8/25/2020,8,5,48,7,8,2
8/24/2020,16,4,24,8,17,2
8/23/2020,18,8,22,8,24,2
8/22/2020,17,9,19,7,6,2
8/21/2020,11,9,20,6,14,2
8/20/2020,18,6,22,6,16,2
8/19/2020,11,9,19,8,18,2
8/18/2020,8,5,16,6,8,1
8/17/2020,9,4,18,7,11,1
8/16/2020,8,4,22,7,9,2
8/15/2020,11,4,20,8,4,1
8/14/2020,9,5,18,9,19,2
8/13/2020,9,5,25,6,9,1
8/12/2020,11,5,31,7,17,2
8/11/2020,7,5,29,6,16,1
8/10/2020,14,4,28,8,9,2
8/9/2020,14,7,26,6,11,1
8/8/2020,10,7,24,6,14,1
8/7/2020,12,5,21,7,4,1
8/6/2020,9,6,19,6,12,1
8/5/2020,5,4,2,7,12,2
8/4/2020,6,2,17,7,18,2
8/3/2020,10,3,1,9,20,4
8/2/2020,94,5,1,3,1,2
8/1/2020,30,1,10,11,8,1
7/31/2020,22,24,11,9,7,1
7/30/2020,36,12,34,14,15,3
7/29/2020,39,20,29,11,13,3
7/28/2020,44,21,21,9,5,3
7/27/2020,25,25,15,10,6,2
7/26/2020,23,14,31,6,15,1
7/25/2020,27,13,23,7,8,1
7/24/2020,25,16,48,7,10,1
7/23/2020,16,14,19,9,12,1
7/22/2020,20,10,29,9,5,2
7/21/2020,24,13,37,8,17,22
7/20/2020,27,15,40,8,1,1
7/19/2020,26,15,52,6,13,2
7/18/2020,17,16,12,9,2,2
7/17/2020,15,11,17,9,1,2
7/16/2020,22,10,13,7,7,1
7/15/2020,27,13,28,7,1,1
7/14/2020,17,16,1,7,11,2
7/13/2020,20,11,11,8,14,2
7/12/2020,28,14,19,9,12,3
7/11/2020,16,17,12,8,2,2
7/10/2020,9,11,20,12,14,3
7/9/2020,34,10,31,13,1,2
7/8/2020,55,28,32,9,12,3
7/7/2020,70,24,36,7,6,2
7/6/2020,25,37,38,6,2,1
7/5/2020,34,24,35,8,7,1
7/4/2020,27,1,35,8,8,1
7/3/2020,1,6,35,6,8,1
7/2/2020,32,2,37,10,14,2
7/1/2020,92,24,51,10,7,2
6/30/2020,140,20,46,9,18,2
6/29/2020,31,37,48,7,14,1
6/28/2020,11,11,51,7,15,1
6/27/2020,1,23,38,6,18,1
6/26/2020,23,1,31,9,11,2
6/25/2020,27,13,31,11,9,4
6/24/2020,15,16,36,7,12,4
6/23/2020,14,10,29,10,1,6
6/22/2020,19,10,37,7,1,1
6/21/2020,15,12,37,8,2,6
6/20/2020,17,9,33,7,20,6
6/19/2020,24,10,38,8,1,4
6/18/2020,14,14,38,8,1,3
6/17/2020,15,8,41,7,1,1
6/16/2020,19,11,32,11,2,6
6/15/2020,22,11,36,9,19,5
6/14/2020,19,11,43,7,12,1
6/13/2020,67,10,1,6,10,8
6/12/2020,72,36,35,7,20,3
6/11/2020,44,28,33,10,15,4
6/10/2020,39,36,26,14,16,4
6/9/2020,30,22,20,10,20,1
6/8/2020,35,21,14,10,1,7
6/7/2020,58,23,32,14,1,1
6/6/2020,54,35,39,12,10,6
6/5/2020,38,30,1,9,15,1
6/4/2020,32,22,1,11,1,9
6/3/2020,35,19,28,8,1,1
6/2/2020,31,22,17,9,6,1
6/1/2020,24,19,4,10,1,1
5/31/2020,36,15,1,9,1,2
5/30/2020,28,23,26,10,10,2
5/29/2020,34,16,7,7,10,2
5/28/2020,34,20,28,9,4,9
5/27/2020,24,21,43,9,6,6
5/26/2020,22,14,10,9,4,6
5/25/2020,26,14,24,10,5,3
5/24/2020,28,16,1,7,16,4
5/23/2020,25,15,27,7,5,4
5/22/2020,26,14,15,8,7,9
5/21/2020,35,20,1,11,9,6
5/20/2020,28,24,37,12,9,5
5/19/2020,24,18,4,9,9,4
5/18/2020,18,14,38,12,3,2
5/17/2020,27,12,44,10,22,2
5/16/2020,26,17,59,7,2,1
5/15/2020,28,16,44,10,1,1
5/14/2020,20,16,74,10,21,1
5/13/2020,25,12,35,10,10,2
5/12/2020,31,14,40,9,7,2
5/11/2020,34,18,93,11,6,3
5/10/2020,25,19,88,7,10,1
5/9/2020,25,16,48,11,3,2
5/8/2020,33,15,91,9,11,2
5/7/2020,33,19,88,7,16,1
5/6/2020,33,20,104,7,27,1
5/5/2020,37,19,80,8,7,1
5/4/2020,35,21,92,7,6,1
5/3/2020,34,20,84,11,8,1
5/2/2020,36,19,65,10,1,1
5/1/2020,40,20,42,8,12,3
4/30/2020,58,22,35,11,14,2
4/29/2020,75,33,49,11,10,2
4/28/2020,58,44,69,14,11,4
4/27/2020,36,37,37,17,9,4
4/26/2020,31,21,23,11,2,3
4/25/2020,30,17,17,7,7,2
4/24/2020,26,15,20,6,20,2
4/23/2020,20,14,20,9,8,3
4/22/2020,28,10,23,9,12,2
4/21/2020,45,15,73,9,6,1
4/20/2020,39,25,80,10,15,2
4/19/2020,44,21,114,8,22,1
4/18/2020,40,23,86,8,11,1
4/17/2020,42,22,76,10,14,2
4/16/2020,68,21,48,9,17,2
4/15/2020,64,36,38,10,20,2
4/14/2020,49,35,39,11,6,3
4/13/2020,38,27,28,10,14,3
4/12/2020,40,20,17,10,4,3
4/11/2020,67,21,31,10,16,3
4/10/2020,67,35,49,10,7,3
4/9/2020,64,34,41,11,7,3
4/8/2020,67,34,27,11,16,4
4/7/2020,49,36,18,16,17,5
4/6/2020,31,27,19,11,20,4
4/5/2020,25,17,17,9,8,3
4/4/2020,20,13,15,7,19,3
4/3/2020,26,11,15,9,12,3
4/2/2020,46,13,23,11,1,3
4/1/2020,44,23,16,13,14,4
3/31/2020,28,23,13,11,15,3
3/30/2020,56,8,24,4,16,2
3/29/2020,41,1,1,5,6,3
3/28/2020,39,21,46,8,12,2
3/27/2020,42,22,52,10,15,1
3/26/2020,36,22,54,9,12,1
3/25/2020,35,20,47,10,19,1
3/24/2020,36,20,38,13,9,2
3/23/2020,50,20,36,13,3,2
3/22/2020,48,27,41,12,2,3
3/21/2020,61,25,70,11,3,3
3/20/2020,55,32,42,12,4,4
3/19/2020,29,32,28,11,11,4
3/18/2020,27,16,17,11,12,4
3/17/2020,37,15,17,13,2,4
3/16/2020,87,19,20,11,24,4
3/15/2020,79,44,16,14,16,5
3/14/2020,50,43,14,13,7,4
3/13/2020,70,30,28,13,1,3
3/12/2020,74,38,48,16,6,4
3/11/2020,63,40,29,13,7,4
3/10/2020,69,39,26,18,1,4
3/9/2020,68,44,33,18,1,4
3/8/2020,61,40,47,14,1,3
3/7/2020,60,33,63,12,1,3
3/6/2020,59,34,22,26,5,4
3/5/2020,38,34,20,16,11,4
3/4/2020,24,21,19,11,10,3
3/3/2020,31,12,22,12,13,2
3/2/2020,47,16,26,9,20,1
3/1/2020,47,25,33,13,7,2
2/29/2020,35,26,30,12,11,1
2/28/2020,35,21,16,14,1,2
2/27/2020,46,21,26,12,3,1
2/26/2020,68,29,29,13,7,2
