date,pm25,pm10,o3,no2,so2,co
12/18/2021,74,55,14,26,13,6
12/19/2021,113,62,17,28,15,7
12/20/2021,130,57,15,32,12,8
12/21/2021,115,74,17,41,12,10
12/22/2021,152,55,15,41,14,9
12/23/2021,116,51,13,40,14,11
12/24/2021,109,52,10,38,14,10
12/25/2021,114,49,10,27,15,7
12/26/2021,98,17,3,12,11,5
12/27/2021,32,20,11,18,12,5
12/28/2021,37,32,6,18,12,5
12/29/2021,57,41,11,15,11,5
12/30/2021,73,54,7,18,11,7
12/31/2021,102,65,7,16,13,6
1/1/2022,137,58,14,25,12,9
1/2/2022,103,95,8,35,12,11
1/3/2022,179,98,13,42,12,14
1/4/2022,174,58,8,34,12,10
1/5/2022,102,45,8,27,12,8
1/6/2022,74,51,12,33,13,8
1/7/2022,87,55,11,31,14,8
1/8/2022,102,48,5,15,12,6
1/9/2022,90,41,4,13,11,7
1/10/2022,80,41,12,23,12,8
1/11/2022,71,62,4,38,16,13
1/12/2022,119,58,6,23,13,7
1/13/2022,116,74,3,37,16,13
1/14/2022,153,69,5,33,12,11
1/15/2022,144,61,6,28,12,11
1/16/2022,124,18,6,12,11,5
1/17/2022,33,45,19,26,13,9
1/18/2022,78,53,17,29,14,8
1/19/2022,97,57,7,36,13,11
1/20/2022,114,62,3,34,15,10
1/21/2022,131,56,4,30,12,12
1/22/2022,112,54,7,28,12,11
1/23/2022,102,34,7,27,12,9
1/24/2022,59,29,7,22,11,9
1/25/2022,54,27,7,24,11,9
1/26/2022,49,26,8,21,11,7
1/27/2022,47,28,10,21,11,6
1/28/2022,47,32,9,15,11,7
1/29/2022,59,27,10,12,11,7
1/30/2022,51,20,12,8,11,5
1/31/2022,37,19,12,6,11,4
2/1/2022,36,13,9,6,11,4
2/2/2022,25,18,14,8,11,4
2/3/2022,33,31,16,11,11,5
2/4/2022,57,41,16,17,11,5
2/5/2022,79,51,13,18,11,7
2/6/2022,104,50,9,19,12,7
2/7/2022,99,28,6,19,11,8
2/8/2022,58,11,5,12,11,6
2/9/2022,21,22,4,17,12,6
2/10/2022,42,36,4,23,12,9
2/11/2022,70,28,4,15,12,7
2/12/2022,55,12,7,10,11,4
2/13/2022,24,28,11,23,12,8
2/14/2022,54,48,7,26,15,8
2/15/2022,95,54,4,25,12,11
2/16/2022,106,52,4,39,12,12
2/17/2022,101,33,4,29,12,11
2/18/2022,61,8,11,11,11,4
2/19/2022,15,9,14,9,11,3
2/20/2022,17,14,13,12,11,4
2/21/2022,27,16,12,10,11,4
2/22/2022,29,29,17,16,12,4
2/23/2022,52,49,19,23,13,5
2/24/2022,85,72,17,36,14,7
2/25/2022,137,78,19,39,15,8
2/26/2022,154,89,23,35,13,8
2/27/2022,172,75,15,37,14,9
2/28/2022,146,63,14,37,13,9
3/1/2022,130,55,15,34,13,9
3/2/2022,110,54,9,30,14,8
3/3/2022,105,35,7,25,12,8
3/4/2022,60,33,5,26,12,8
3/5/2022,60,28,5,22,12,7
3/6/2022,51,30,14,32,12,13
3/7/2022,52,44,19,34,12,9
3/8/2022,84,38,15,34,13,7
3/9/2022,61,31,7,32,13,7
3/10/2022,51,30,7,33,12,8
3/11/2022,50,23,8,21,12,4
3/12/2022,38,22,7,23,12,5
3/13/2022,36,25,7,27,12,8
3/14/2022,41,52,11,35,12,9
3/15/2022,93,40,7,26,12,7
3/16/2022,69,36,8,24,12,9
3/17/2022,61,51,9,29,13,10
3/18/2022,93,34,8,21,12,7
3/19/2022,59,39,7,16,12,4
3/20/2022,64,41,9,21,12,7
3/21/2022,70,40,11,25,12,9
3/22/2022,69,17,9,15,12,4
3/23/2022,32,40,7,24,13,9
3/24/2022,70,38,6,28,12,11
3/25/2022,69,51,19,27,12,9
3/26/2022,94,29,9,21,14,5
3/27/2022,50,36,7,28,13,8
3/28/2022,62,53,3,39,16,12
3/29/2022,99,49,6,31,13,10
3/30/2022,98,28,10,30,13,9
3/31/2022,51,6,18,12,12,3
4/1/2022,13,11,23,14,13,3
4/2/2022,18,27,24,20,14,5
4/3/2022,45,44,21,33,16,6
4/4/2022,77,56,27,36,17,7
4/5/2022,103,61,36,38,15,9
4/6/2022,121,57,29,31,17,7
4/7/2022,115,54,35,41,18,9
4/8/2022,109,36,21,30,14,6
4/9/2022,66,24,13,26,13,6
4/10/2022,46,26,6,29,13,9
4/11/2022,50,21,6,21,12,6
4/12/2022,39,23,17,28,15,8
4/13/2022,44,23,8,26,13,8
4/14/2022,44,21,8,21,12,7
4/15/2022,41,14,7,23,12,6
4/16/2022,27,12,4,12,12,4
4/17/2022,25,10,6,16,12,5
4/18/2022,18,20,19,21,15,6
4/19/2022,39,35,19,29,17,11
4/20/2022,66,35,18,27,17,11
4/21/2022,68,18,9,17,15,6
4/22/2022,35,20,8,17,15,8
4/23/2022,38,19,9,12,14,5
4/24/2022,37,24,8,19,15,9
4/25/2022,45,23,7,20,15,9
4/26/2022,43,18,7,17,15,8
4/27/2022,35,16,7,13,14,6
4/28/2022,32,24,7,16,15,11
4/29/2022,46,19,6,14,14,5
4/30/2022,36,9,7,9,13,3
5/1/2022,16,12,9,14,13,4
5/2/2022,23,23,9,20,13,5
5/3/2022,43,33,15,27,13,7
5/4/2022,66,37,14,31,13,8
5/5/2022,62,59,12,28,14,9
5/6/2022,102,31,6,18,13,7
5/7/2022,49,25,6,14,13,6
5/8/2022,39,27,6,12,13,5
5/9/2022,43,30,6,14,13,8
5/10/2022,46,44,8,21,14,10
5/11/2022,68,31,8,22,14,9
5/12/2022,49,44,10,13,14,10
5/13/2022,67,80,1,19,19,5
5/14/2022,68,40,1,32,10,10
5/15/2022,2,6,14,6,1,14
5/16/2022,69,39,27,7,14,6
5/17/2022,33,49,1,27,12,5
5/18/2022,2,27,14,28,17,4
5/19/2022,99,13,40,7,9,6
5/20/2022,22,1,29,17,32,7
5/21/2022,17,36,28,14,16,9
5/22/2022,67,89,1,20,14,4
5/23/2022,7,43,30,25,15,9
5/24/2022,55,44,33,21,8,4
5/25/2022,76,1,1,29,13,8
5/26/2022,41,12,13,14,3,5
5/27/2022,46,68,34,15,7,7
5/28/2022,38,51,7,16,13,7
5/29/2022,55,29,11,40,22,6
5/30/2022,21,36,15,11,4,8
5/31/2022,57,70,16,38,21,7
6/1/2022,20,18,31,20,12,7
6/2/2022,2,43,13,37,17,8
6/3/2022,27,7,12,10,4,7
6/4/2022,42,1,21,33,1,2
6/5/2022,45,55,21,17,24,13
6/6/2022,2,38,18,30,9,10
6/7/2022,51,12,6,26,14,7
6/8/2022,52,21,8,5,18,9
6/9/2022,30,33,42,17,1,11
6/10/2022,136,33,24,19,1,5
6/11/2022,129,10,13,1,6,16
6/12/2022,82,19,10,21,8,11
6/13/2022,61,53,17,8,2,6
6/14/2022,54,34,6,15,8,11
6/15/2022,103,60,8,7,15,10
6/16/2022,41,17,7,18,14,7
6/17/2022,18,22,9,18,14,7
6/18/2022,27,23,8,18,14,6
6/19/2022,30,28,8,21,14,6
6/20/2022,35,25,7,21,14,3
6/21/2022,30,23,10,24,14,3
6/22/2022,31,29,11,28,14,7
6/23/2022,46,25,7,22,14,3
6/24/2022,38,17,6,19,14,2
6/25/2022,23,21,7,21,14,2
6/26/2022,31,17,7,23,14,4
6/27/2022,21,23,13,36,14,9
6/28/2022,32,29,16,28,14,6
6/29/2022,44,25,8,32,14,8
6/30/2022,40,23,11,24,14,3
7/1/2022,37,17,9,21,14,3
7/2/2022,24,15,11,22,14,3
7/3/2022,21,22,11,28,14,5
7/4/2022,33,22,8,27,14,8
7/5/2022,32,33,10,31,14,9
7/6/2022,53,19,6,23,14,10
7/7/2022,28,25,6,27,14,10
7/8/2022,39,32,6,25,14,9
7/9/2022,51,26,8,21,14,4
7/10/2022,43,20,6,25,14,5
7/11/2022,31,19,6,25,15,8
7/12/2022,30,20,7,24,15,7
7/13/2022,30,22,6,23,15,5
7/14/2022,36,13,6,23,15,5
7/15/2022,21,12,6,20,14,4
7/16/2022,18,13,7,21,15,4
7/17/2022,20,19,6,29,15,9
7/18/2022,29,16,5,23,15,7
7/19/2022,24,17,5,23,15,9
7/20/2022,25,22,5,20,15,9
7/21/2022,36,17,2,23,15,9
7/22/2022,27,21,2,23,15,3
7/23/2022,35,14,2,20,15,3
7/24/2022,21,14,2,21,15,4
7/25/2022,21,15,2,21,15,4
7/26/2022,22,14,2,20,15,3
7/27/2022,20,19,3,26,15,7
7/28/2022,28,23,3,28,15,7
7/29/2022,36,22,5,30,15,7
7/30/2022,35,15,2,27,15,4
7/31/2022,23,19,3,27,15,6
8/1/2022,31,19,3,29,16,7
8/2/2022,31,18,5,29,15,7
8/3/2022,29,19,3,29,15,7
8/4/2022,28,17,4,30,15,6
8/5/2022,27,16,2,27,15,11
8/6/2022,26,20,3,25,15,7
8/7/2022,33,18,6,21,15,6
8/8/2022,29,12,7,23,15,5
8/9/2022,20,14,8,20,15,4
8/10/2022,23,7,6,17,15,6
8/11/2022,12,14,5,27,15,15
8/12/2022,22,23,8,30,15,10
8/13/2022,36,14,7,24,15,8
8/14/2022,22,13,5,26,15,9
8/15/2022,18,17,8,30,15,9
8/16/2022,23,17,6,26,15,9
8/17/2022,24,18,11,27,15,7
8/18/2022,26,18,14,29,15,8
8/19/2022,27,11,7,24,15,6
8/20/2022,18,8,5,20,15,8
8/21/2022,14,9,5,24,15,9
8/22/2022,13,16,5,25,15,11
8/23/2022,25,23,14,31,15,8
8/24/2022,37,22,7,27,15,9
8/25/2022,38,9,7,17,15,6
8/26/2022,14,13,7,24,15,8
8/27/2022,19,12,7,19,15,5
8/28/2022,19,12,7,18,15,6
8/29/2022,18,16,5,26,15,9
8/30/2022,23,19,6,33,15,11
8/31/2022,29,21,8,21,15,4
9/1/2022,36,18,12,21,15,4
9/2/2022,30,23,13,30,15,7
9/3/2022,38,19,9,21,15,4
9/4/2022,32,16,11,29,15,9
9/5/2022,24,26,18,32,15,7
9/6/2022,41,35,18,35,15,8
9/7/2022,57,19,7,19,15,5
9/8/2022,35,18,6,26,15,10
9/9/2022,30,26,10,29,15,9
9/10/2022,42,22,6,29,15,8
9/11/2022,36,24,11,35,15,10
9/12/2022,36,31,19,29,15,7
9/13/2022,51,39,18,34,15,9
9/14/2022,65,27,8,35,16,9
9/15/2022,44,25,4,29,16,14
9/16/2022,39,27,4,33,16,10
9/17/2022,42,34,16,35,16,10
9/18/2022,60,22,14,33,16,9
9/19/2022,37,28,11,28,16,7
9/20/2022,46,24,8,28,16,7
9/21/2022,41,23,5,33,16,10
9/22/2022,38,21,14,25,15,5
9/23/2022,37,21,10,21,16,4
9/24/2022,41,23,11,22,15,4
9/25/2022,42,25,14,33,16,11
9/26/2022,43,36,17,32,16,11
9/27/2022,62,36,7,26,16,6
9/28/2022,65,24,7,25,16,8
9/29/2022,44,17,5,21,16,10
9/30/2022,30,17,5,21,16,11
10/1/2022,29,15,5,20,16,8
10/2/2022,22,23,6,24,16,11
10/3/2022,37,28,7,28,16,10
10/4/2022,44,27,6,30,16,8
10/5/2022,41,28,7,31,16,10
10/6/2022,44,27,6,33,16,12
10/7/2022,41,24,8,32,16,9
10/8/2022,37,20,6,22,16,4
10/9/2022,33,14,10,23,16,5
10/10/2022,19,37,14,26,16,6
10/11/2022,60,34,20,37,16,6
10/12/2022,49,35,22,40,16,10
10/13/2022,52,42,20,33,17,6
10/14/2022,70,35,23,34,16,7
10/15/2022,55,40,19,31,16,6
10/16/2022,70,24,20,27,16,5
10/17/2022,38,31,25,29,16,4
10/18/2022,48,35,14,31,16,6
10/19/2022,59,12,10,18,16,2
10/20/2022,24,15,4,22,16,5
10/21/2022,27,30,8,29,16,12
10/22/2022,48,42,12,34,17,12
10/23/2022,66,48,19,36,17,9
10/24/2022,86,36,14,37,16,9
10/25/2022,60,46,10,34,16,9
10/26/2022,80,34,6,31,17,9
10/27/2022,50,39,8,44,17,12
10/28/2022,55,48,21,40,17,9
10/29/2022,84,39,16,30,16,7
10/30/2022,70,18,10,22,17,4
10/31/2022,29,21,13,28,17,6
11/1/2022,30,29,17,38,17,12
11/2/2022,47,5,20,45,18,15
11/3/2022,11,5,17,40,19,11
11/4/2022,10,4,19,32,18,6
11/5/2022,8,5,22,35,18,7
11/6/2022,9,26,7,47,18,12
11/7/2022,43,54,18,37,18,9
11/8/2022,101,49,18,35,18,8
11/9/2022,92,44,2,36,19,12
11/10/2022,77,38,2,34,19,11
11/11/2022,66,28,4,33,19,10
11/12/2022,44,36,3,33,19,9
11/13/2022,60,34,4,37,19,15
11/14/2022,53,28,2,29,19,11
11/15/2022,47,21,3,28,19,9
11/16/2022,34,16,3,22,19,9
11/17/2022,25,19,3,25,18,9
11/18/2022,29,22,3,28,17,11
11/19/2022,33,26,7,24,17,7
11/20/2022,42,41,4,37,17,11
11/21/2022,67,41,7,31,17,8
11/22/2022,73,35,6,26,17,8
11/23/2022,62,21,2,19,17,5
11/24/2022,38,24,1,21,17,8
11/25/2022,40,27,2,18,17,10
11/26/2022,45,17,3,17,17,3
11/27/2022,26,15,3,20,17,6
11/28/2022,21,19,4,21,17,7
11/29/2022,28,13,3,17,17,6
11/30/2022,19,1,1,13,17,3
12/1/2022,3,12,4,15,17,3
12/2/2022,22,22,5,23,17,5
12/3/2022,38,17,2,14,17,3
12/4/2022,30,13,3,17,17,4
12/5/2022,20,34,5,28,17,8
12/6/2022,58,39,7,24,17,5
12/7/2022,71,27,2,18,17,5
12/8/2022,50,26,2,17,17,4
12/9/2022,49,23,2,17,17,4
12/10/2022,43,33,7,26,17,7
12/11/2022,57,35,15,32,17,11
12/12/2022,64,34,11,45,17,9
12/13/2022,56,31,17,33,17,7
12/14/2022,53,35,14,47,18,9
12/15/2022,59,40,22,44,18,9
12/16/2022,72,19,13,25,17,4
12/17/2022,31,13,15,25,17,3
12/18/2022,21,30,14,41,17,8
12/19/2022,52,41,9,49,17,9
12/20/2022,70,29,18,40,18,13
12/21/2022,49,40,17,41,18,9
12/22/2022,71,28,8,45,18,8
12/23/2022,49,21,16,44,18,8
12/24/2022,39,19,8,42,18,7
12/25/2022,36,11,6,43,18,10
12/26/2022,23,9,5,43,18,10
12/27/2022,19,10,4,27,18,4
12/28/2022,20,19,5,17,18,4
12/29/2022,53,33,5,21,18,5
12/30/2022,94,47,5,23,18,5
12/31/2022,129,54,11,32,18,7
1/1/2023,144,66,8,28,18,6
1/2/2023,164,59,4,29,18,8
1/3/2023,123,100,3,37,18,11
1/4/2023,173,81,5,31,18,8
1/5/2023,153,56,9,20,18,4
1/6/2023,97,75,10,36,18,11
1/7/2023,137,118,11,43,18,10
1/8/2023,197,114,10,39,18,11
1/9/2023,195,104,3,31,18,9
1/10/2023,178,81,2,21,18,10
1/11/2023,148,57,1,19,18,10
1/12/2023,98,62,2,23,18,11
1/13/2023,108,77,10,24,18,9
1/14/2023,136,62,5,16,18,6
1/15/2023,107,33,6,13,17,5
1/16/2023,50,62,6,8,18,4
1/17/2023,102,65,9,9,18,6
1/18/2023,108,91,7,10,18,8
1/19/2023,160,99,7,9,18,9
1/20/2023,177,121,17,14,18,7
1/21/2023,197,120,8,14,18,7
1/22/2023,207,86,4,15,18,5
1/23/2023,151,50,13,10,17,2
1/24/2023,68,67,11,12,18,3
1/25/2023,112,82,7,9,18,5
1/26/2023,143,72,10,10,18,4
1/27/2023,127,68,14,12,18,4
1/28/2023,107,88,16,15,18,9
1/29/2023,150,115,14,28,18,7
1/30/2023,187,89,7,36,18,9
1/31/2023,155,75,7,35,18,9
2/1/2023,136,64,2,29,18,9
2/2/2023,107,25,57,17,4,10
2/3/2023,83,57,7,20,15,5
2/4/2023,78,46,27,13,19,5
2/5/2023,120,33,17,20,11,10
2/6/2023,105,37,44,26,1,5
2/7/2023,72,80,6,26,14,7
2/8/2023,121,60,29,24,1,12
2/9/2023,57,51,5,24,20,7
2/10/2023,57,40,7,16,20,3
2/11/2023,52,51,7,20,19,4
2/12/2023,68,61,7,31,20,10
2/13/2023,88,55,7,23,20,5
2/14/2023,71,61,11,23,20,4
2/15/2023,100,73,11,27,20,5
2/16/2023,130,111,8,41,21,10
2/17/2023,179,79,7,42,21,9
2/18/2023,129,84,7,26,20,5
2/19/2023,145,69,17,29,20,7
2/20/2023,121,87,13,46,20,10
2/21/2023,149,71,14,38,20,8
2/22/2023,99,74,9,41,20,8
2/23/2023,99,10,1,25,1,8
2/24/2023,47,49,22,33,20,7
2/25/2023,70,73,25,31,21,4
2/26/2023,123,94,20,42,21,7
2/27/2023,159,92,15,44,22,8
2/28/2023,151,81,6,39,22,9
3/1/2023,123,110,25,38,22,7
3/2/2023,183,110,17,45,20,8
3/3/2023,172,77,16,26,17,4
3/4/2023,128,98,2,32,17,6
3/5/2023,167,91,19,39,17,7
3/6/2023,143,71,19,33,17,6
3/7/2023,98,68,14,38,18,11
3/8/2023,88,90,19,29,18,6
3/9/2023,148,88,12,32,18,6
3/10/2023,133,73,7,34,18,9
3/11/2023,104,79,15,34,18,6
3/12/2023,122,73,19,16,17,2
3/13/2023,67,94,21,29,17,4
3/14/2023,118,97,12,37,18,9
3/15/2023,136,64,11,26,18,5
3/16/2023,76,56,9,25,18,7
3/17/2023,65,56,8,25,17,5
3/18/2023,64,52,8,19,17,3
3/19/2023,60,53,8,21,17,5
3/20/2023,66,60,9,31,18,11
3/21/2023,87,78,15,31,18,8
3/22/2023,132,78,15,33,18,10
3/23/2023,117,77,11,31,18,9
3/24/2023,120,66,11,26,18,9
3/25/2023,90,51,6,18,19,4
3/26/2023,56,44,7,19,19,5
3/27/2023,54,57,7,22,19,5
3/28/2023,67,50,8,21,19,6
3/29/2023,69,60,5,26,19,7
3/30/2023,79,88,5,41,20,14
3/31/2023,135,68,5,37,21,13
4/1/2023,104,49,9,26,20,9
4/2/2023,69,54,11,25,18,9
4/3/2023,72,70,12,30,19,12
4/4/2023,95,77,12,30,18,8
4/5/2023,121,70,13,27,18,8
4/6/2023,105,69,10,31,18,7
4/7/2023,91,73,15,24,18,3
4/8/2023,103,71,9,28,19,6
4/9/2023,108,59,5,33,19,10
4/10/2023,99,61,7,31,19,11
4/11/2023,101,60,9,32,19,12
4/12/2023,94,45,10,28,18,8
4/13/2023,61,48,11,32,18,13
4/14/2023,71,68,12,31,18,11
4/15/2023,105,74,10,34,18,9
4/16/2023,99,70,12,25,17,6
4/17/2023,100,60,13,24,18,13
4/18/2023,84,83,19,27,18,11
4/19/2023,122,87,18,40,19,12
4/20/2023,127,85,17,40,18,11
4/21/2023,130,77,17,24,18,8
4/22/2023,109,61,17,21,17,5
4/23/2023,83,59,18,21,18,7
4/24/2023,72,46,16,25,17,4
4/25/2023,42,55,12,29,18,5
4/26/2023,68,66,13,32,18,5
4/27/2023,96,54,12,22,18,5
4/28/2023,58,46,12,25,18,4
4/29/2023,41,57,12,25,18,3
4/30/2023,53,80,22,26,18,3
5/1/2023,100,67,16,21,18,2
5/2/2023,70,45,14,14,17,1
5/3/2023,45,49,20,16,17,5
5/4/2023,60,63,25,24,18,8
5/5/2023,77,72,31,22,18,6
5/6/2023,99,66,25,21,18,4
5/7/2023,90,47,69,27,18,5
5/8/2023,51,58,25,30,19,10
5/9/2023,83,54,34,26,18,9
5/10/2023,74,44,60,32,18,7
5/11/2023,40,40,14,26,18,7
5/12/2023,41,32,18,18,18,2
5/13/2023,35,39,19,25,18,6
5/14/2023,56,52,33,29,18,6
5/15/2023,67,50,36,23,18,6
5/16/2023,65,72,39,29,18,7
5/17/2023,103,81,36,24,19,8
5/18/2023,122,67,38,44,19,8
5/19/2023,96,68,102,24,18,6
5/20/2023,104,63,102,21,18,5
5/21/2023,92,67,126,24,18,8
5/22/2023,95,65,103,27,18,6
5/23/2023,91,62,74,21,18,5
5/24/2023,90,51,53,33,18,9
5/25/2023,59,50,46,25,19,9
5/26/2023,56,47,61,22,18,7
5/27/2023,49,39,55,18,18,5
5/28/2023,46,53,77,33,18,8
5/29/2023,62,58,49,31,19,8
5/30/2023,69,62,41,27,19,7
5/31/2023,86,61,80,23,19,7
6/1/2023,95,61,92,32,19,9
6/2/2023,82,57,34,25,18,6
6/3/2023,72,59,36,30,18,6
6/4/2023,75,57,28,33,19,10
6/5/2023,83,55,37,21,19,7
6/6/2023,77,52,60,23,19,5
6/7/2023,75,65,40,31,19,9
6/8/2023,114,40,25,22,18,8
6/9/2023,47,61,24,32,18,9
6/10/2023,89,67,29,19,18,5
6/11/2023,115,65,22,29,19,12
6/12/2023,101,49,26,20,18,5
6/13/2023,78,35,15,19,18,6
6/14/2023,42,44,40,26,18,9
6/15/2023,51,53,135,34,18,9
6/16/2023,58,49,28,24,18,6
6/17/2023,47,39,4,22,18,7
6/18/2023,41,55,31,29,19,10
6/19/2023,54,57,21,30,19,10
6/20/2023,66,56,127,31,19,10
6/21/2023,62,65,138,37,19,13
6/22/2023,78,41,13,22,18,6
6/23/2023,49,40,33,24,19,11
6/24/2023,45,22,1,20,18,7
6/25/2023,25,50,9,28,19,12
6/26/2023,60,53,12,27,19,10
6/27/2023,57,35,20,20,19,6
6/28/2023,36,36,24,17,18,5
6/29/2023,41,47,1,25,18,8
6/30/2023,50,52,2,25,18,8
7/1/2023,61,52,31,22,18,8
7/2/2023,56,54,11,29,19,11
7/3/2023,64,47,1,24,19,7
7/4/2023,57,49,1,27,19,10
7/5/2023,51,44,20,19,19,6
7/6/2023,41,39,1,21,19,4
7/7/2023,34,36,10,18,19,5
7/8/2023,35,39,4,26,19,6
7/9/2023,30,46,45,28,19,7
7/10/2023,46,44,16,27,19,7
7/11/2023,48,41,11,30,19,6
7/12/2023,42,49,16,32,19,8
7/13/2023,56,45,11,26,19,7
7/14/2023,52,51,15,27,19,6
7/15/2023,68,59,21,27,19,6
7/16/2023,79,74,25,31,19,7
7/17/2023,105,61,19,23,19,4
7/18/2023,82,41,10,31,19,9
7/19/2023,60,57,8,28,19,10
7/20/2023,81,55,8,26,19,8
7/21/2023,74,46,8,24,19,6
7/22/2023,48,35,8,20,19,4
7/23/2023,33,41,8,25,19,7
7/24/2023,42,41,8,26,19,7
7/25/2023,39,49,15,28,19,7
7/26/2023,55,57,19,29,20,8
7/27/2023,76,53,11,29,19,7
7/28/2023,64,54,18,26,19,7
7/29/2023,77,54,8,29,19,8
7/30/2023,71,47,7,31,19,10
7/31/2023,60,39,9,29,19,10
8/1/2023,55,52,8,27,19,8
8/2/2023,67,48,8,21,19,7
8/3/2023,58,33,6,26,20,10
8/4/2023,43,37,7,23,20,10
8/5/2023,52,44,7,25,20,9
8/6/2023,43,49,6,27,20,10
8/7/2023,50,53,6,30,20,10
8/8/2023,53,52,9,26,20,9
8/9/2023,68,55,7,30,20,11
8/10/2023,76,63,6,33,21,13
8/11/2023,94,58,8,28,20,9
8/12/2023,73,55,12,24,19,5
8/13/2023,75,49,11,32,20,8
8/14/2023,54,42,11,30,19,8
8/15/2023,58,61,7,36,20,11
8/16/2023,80,62,13,29,20,9
8/17/2023,86,53,12,28,20,8
8/18/2023,63,64,7,38,20,12
8/19/2023,92,47,6,27,20,9
8/20/2023,57,55,6,35,20,11
8/21/2023,67,55,8,31,20,9
8/22/2023,63,55,16,27,19,7
8/23/2023,70,45,8,30,18,8
8/24/2023,59,55,9,26,19,7
8/25/2023,79,43,8,28,20,8
8/26/2023,50,54,12,28,20,9
8/27/2023,71,35,9,23,20,7
8/28/2023,45,46,10,22,19,6
8/29/2023,62,41,20,22,19,5
8/30/2023,53,55,26,29,19,6
8/31/2023,88,64,25,26,19,5
9/1/2023,104,60,23,23,19,5
9/2/2023,104,55,15,24,20,5
9/3/2023,81,26,9,18,19,3
9/4/2023,37,42,10,25,20,7
9/5/2023,57,64,12,25,20,6
9/6/2023,98,58,20,22,20,6
9/7/2023,92,43,14,19,19,4
9/8/2023,59,49,12,23,20,7
9/9/2023,70,59,12,22,19,6
9/10/2023,98,61,11,27,20,8
9/11/2023,90,60,7,33,20,9
9/12/2023,93,32,9,17,19,4
9/13/2023,43,13,8,15,19,3
9/14/2023,31,4,9,19,19,5
9/15/2023,51,63,8,24,19,7
9/16/2023,77,12,7,26,20,7
9/17/2023,78,1,7,30,20,10
9/18/2023,65,14,7,25,19,8
9/19/2023,50,21,7,21,20,7
9/20/2023,31,25,6,21,20,7
9/21/2023,35,24,6,23,20,6
9/22/2023,35,26,6,25,20,7
9/23/2023,37,38,6,28,20,7
9/24/2023,58,51,8,24,20,6
9/25/2023,86,48,6,21,20,5
9/26/2023,77,23,6,19,20,6
9/27/2023,34,29,6,21,20,6
9/28/2023,43,51,8,25,20,8
9/29/2023,81,59,9,22,20,6
9/30/2023,105,41,6,25,20,6
10/1/2023,70,47,7,31,20,9
10/2/2023,77,53,12,31,20,8
10/3/2023,91,53,11,30,21,8
10/4/2023,90,50,9,27,20,8
10/5/2023,71,53,7,24,20,7
10/6/2023,67,46,7,19,20,6
10/7/2023,60,28,20,18,19,4
10/8/2023,41,39,20,20,19,4
10/9/2023,63,35,19,20,19,4
10/10/2023,50,43,19,22,20,5
10/11/2023,66,37,11,19,20,4
10/12/2023,57,49,15,24,20,6
10/13/2023,80,56,17,20,21,5
10/14/2023,96,34,20,17,20,4
10/15/2023,50,58,23,27,20,7
10/16/2023,107,68,37,31,21,8
10/17/2023,127,76,23,33,22,9
10/18/2023,140,76,18,27,22,7
10/19/2023,132,48,17,20,21,5
10/20/2023,70,38,22,22,20,5
10/21/2023,49,48,23,25,20,5
10/22/2023,76,64,17,27,21,7
10/23/2023,117,74,15,32,22,8
10/24/2023,133,79,17,30,22,8
10/25/2023,148,62,11,37,22,9
10/26/2023,98,86,15,39,23,9
10/27/2023,155,53,9,21,22,5
10/28/2023,77,41,8,17,21,4
10/29/2023,67,36,12,27,22,9
10/30/2023,50,62,21,29,28,9
10/31/2023,113,68,24,27,24,6
11/1/2023,124,79,25,36,28,8
11/2/2023,142,62,13,27,30,7
11/3/2023,98,46,7,21,26,6
11/4/2023,52,46,7,20,24,5
11/5/2023,52,51,7,25,26,7
11/6/2023,63,35,7,19,30,5
11/7/2023,45,64,21,26,31,7
11/8/2023,107,56,8,28,31,8
11/9/2023,80,55,8,25,31,8
11/10/2023,76,50,6,23,31,7
11/11/2023,59,48,6,25,31,6
11/12/2023,68,24,6,12,40,4
11/13/2023,24,28,9,18,43,5
11/14/2023,37,58,7,23,38,7
11/15/2023,106,38,11,16,37,4
11/16/2023,62,45,20,32,35,9
11/17/2023,66,74,21,37,29,9
11/18/2023,140,78,23,40,27,10
11/19/2023,150,84,34,35,26,8
11/20/2023,167,38,5,29,16,9
11/21/2023,4,102,14,40,24,9
11/22/2023,187,80,18,34,24,8
11/23/2023,152,83,13,41,25,12
11/24/2023,150,87,15,42,24,9
11/25/2023,140,79,27,32,23,7
11/26/2023,137,92,29,38,25,11
11/27/2023,160,91,22,36,24,9
11/28/2023,164,107,30,41,24,10
11/29/2023,187,92,15,30,24,7
11/30/2023,172,36,15,15,24,4
12/1/2023,65,52,9,16,25,5
12/2/2023,103,53,7,16,25,5
12/3/2023,107,44,7,18,24,6
12/4/2023,69,65,5,23,24,7
12/5/2023,112,61,8,21,24,6
12/6/2023,109,62,16,33,24,11
12/7/2023,119,75,16,41,24,9
12/8/2023,133,80,11,34,24,9
12/9/2023,141,59,9,23,24,7
12/10/2023,79,74,7,31,25,11
12/11/2023,88,80,6,32,25,13
12/12/2023,102,61,11,28,23,8
12/13/2023,79,63,8,25,23,7
12/14/2023,87,62,7,27,23,8
12/15/2023,75,62,6,21,23,6
12/16/2023,73,33,9,16,22,4
12/17/2023,45,58,7,18,23,5
12/18/2023,113,34,9,12,23,3
12/19/2023,57,34,13,15,23,4
12/20/2023,57,53,15,24,23,7
12/21/2023,100,57,21,24,23,6
12/22/2023,98,66,25,31,23,8
